Member State,MS Code,Category,Product Group,Year,Production,Opening Stock,Availability,Area,Yield
France,FR,P.D.O. wines,P.D.O. wines,2014,"23,442.15","36,848.97","60,291.12",514.432,46
France,FR,P.D.O. wines,P.D.O. wines,2015,"22,591.44","38,313.41","60,904.86",514.003,44
France,FR,P.D.O. wines,P.D.O. wines,2016,"22,546.95","38,088.85","60,635.80",508.742,44
France,FR,Table wine,Table wine,2001,"20,606.00","17,701.00","38,307.00",347.566,59
France,FR,Table wine,Table wine,2002,"19,387.00","13,824.00","33,211.00",344.107,56
France,FR,Table wine,Table wine,2003,"18,246.00","12,178.00","30,424.00",332.638,55
France,FR,Table wine,Table wine,2005,"18,391.00","17,097.96","35,488.96",331.934,55
France,FR,Table wine,Table wine,2004,"20,079.00","12,384.00","32,463.00",329.115,61
France,FR,Table wine,Table wine,2007,"16,191.00","15,009.56","31,200.56",320.515,51
France,FR,Table wine,Table wine,2006,"18,543.00","17,579.99","36,122.99",320.515,58
France,FR,P.G.I. wines,P.G.I. wines,2009,"12,520.58","7,683.40","20,203.98",213.353,59
France,FR,P.G.I. wines,P.G.I. wines,2010,"12,551.99","6,834.27","19,386.26",208.871,60
France,FR,P.G.I. wines,P.G.I. wines,2013,"12,589.18","8,284.27","20,873.46",208.150,60
France,FR,P.G.I. wines,P.G.I. wines,2012,"12,095.66","9,219.83","21,315.49",208.021,58
France,FR,P.G.I. wines,P.G.I. wines,2011,"14,072.60","7,955.21","22,027.81",206.913,68
France,FR,P.G.I. wines,P.G.I. wines,2008,0.00,0.00,0.00,205.378,0
France,FR,P.G.I. wines,P.G.I. wines,2017,"10,257.08","9,300.25","19,557.33",199.723,51
France,FR,P.G.I. wines,P.G.I. wines,2018,"12,943.68","7,325.67","20,269.35",198.055,65
France,FR,P.G.I. wines,P.G.I. wines,2014,"12,729.67","6,945.77","19,675.44",195.557,65
France,FR,P.G.I. wines,P.G.I. wines,2015,"13,212.29","7,571.72","20,784.01",195.374,68
France,FR,P.G.I. wines,P.G.I. wines,2016,"12,817.71","9,109.81","21,927.52",192.949,66
France,FR,P.D.O. wines,P.D.O. wines,2020,"19,128.95","42,358.27","61,487.21",84.634,226
France,FR,P.D.O. wines,P.D.O. wines,2021,"15,984.06","41,134.52","57,118.57",84.475,189
France,FR,P.D.O. wines,P.D.O. wines,2019,"20,338.42","39,405.78","59,744.20",84.338,241
France,FR,Non-Vinified,Non-Vinified,2009,504.00,0.00,504.00,0.000,-
France,FR,Non-Vinified,Non-Vinified,2008,152.00,0.00,152.00,0.000,-
France,FR,Non-Vinified,Non-Vinified,2007,875.00,0.00,875.00,0.000,-
France,FR,Non-Vinified,Non-Vinified,2006,898.00,0.00,898.00,0.000,-
France,FR,Non-Vinified,Non-Vinified,2005,"1,209.00",0.00,"1,209.00",0.000,-
France,FR,Non-Vinified,Non-Vinified,2004,"1,459.00",0.00,"1,459.00",0.000,-
France,FR,Non-Vinified,Non-Vinified,2003,"1,159.00",0.00,"1,159.00",0.000,-
France,FR,Non-Vinified,Non-Vinified,2002,"1,614.00",0.00,"1,614.00",0.000,-
France,FR,Non-Vinified,Non-Vinified,2001,"1,950.00",0.00,"1,950.00",0.000,-
France,FR,Non-Vinified,Non-Vinified,2000,"2,200.00",0.00,"2,200.00",0.000,-
France,FR,Non-Vinified,Non-Vinified,1999,"2,400.00",0.00,"2,400.00",0.000,-
France,FR,Non-Vinified,Non-Vinified,1998,"1,200.00",0.00,"1,200.00",0.000,-
France,FR,Non-Vinified,Non-Vinified,1997,"1,500.00",0.00,"1,500.00",0.000,-
France,FR,Other wines,Non-GI,2021,"10,584.13","3,127.24","13,711.36",0.000,-
France,FR,Other wines,Non-Vinified,2021,0.00,396.20,396.20,0.000,-
France,FR,Other wines,Non-GI,2020,"12,528.78","3,359.16","15,887.94",0.000,-
France,FR,Other wines,Non-Vinified,2020,0.00,377.19,377.19,0.000,-
France,FR,Other wines,Non-GI,2019,"9,011.02","3,323.33","12,334.36",0.000,-
France,FR,Other wines,Non-Vinified,2019,0.00,354.30,354.30,0.000,-
France,FR,Other wines,Non-GI,2018,"11,790.29","3,236.21","15,026.49",0.000,-
France,FR,Other wines,Non-Vinified,2018,0.00,374.99,374.99,0.000,-
France,FR,Other wines,Non-GI,2017,"7,736.21","4,062.07","11,798.28",0.000,-
France,FR,Other wines,Non-Vinified,2017,0.00,372.01,372.01,0.000,-
France,FR,Other wines,Non-GI,2016,"9,444.99","3,520.10","12,965.09",0.000,-
France,FR,Other wines,Non-Vinified,2016,0.00,349.95,349.95,0.000,-
France,FR,Other wines,Non-GI,2015,"11,384.95","3,798.82","15,183.77",0.000,-
France,FR,Other wines,Non-Vinified,2015,0.00,277.88,277.88,0.000,-
France,FR,Other wines,Non-GI,2014,"10,391.45","3,468.42","13,859.88",0.000,-
France,FR,Other wines,Non-Vinified,2014,0.00,234.44,234.44,0.000,-
France,FR,Other wines,Non-GI,2013,"9,722.29","4,892.76","14,615.05",0.000,-
France,FR,Other wines,Non-Vinified,2013,0.00,286.22,286.22,0.000,-
France,FR,Other wines,Non-GI,2012,"9,110.26","5,558.45","14,668.71",0.000,-
France,FR,Other wines,Non-Vinified,2012,0.00,471.53,471.53,0.000,-
France,FR,Other wines,Non-GI,2011,"12,472.88","4,891.70","17,364.58",0.000,-
France,FR,Other wines,Non-Vinified,2011,0.00,420.90,420.90,0.000,-
France,FR,Other wines,Non-GI,2010,"10,103.44","5,041.24","15,144.68",0.000,-
France,FR,Other wines,Non-GI,2009,"10,247.00","5,267.20","15,514.20",0.000,-
France,FR,Other wines,Non-GI,2008,"6,769.00",299.00,"7,068.00",0.000,-
France,FR,Other wines,Non-GI,2007,"5,799.00",266.00,"6,065.00",0.000,-
France,FR,Other wines,Non-GI,2006,"8,773.00",260.21,"9,033.21",0.000,-
France,FR,Other wines,Non-GI,2005,"8,677.00",233.55,"8,910.55",0.000,-
France,FR,Other wines,Non-GI,2004,"9,400.00",260.00,"9,660.00",0.000,-
France,FR,Other wines,Non-GI,2003,"5,733.00",168.43,"5,901.43",0.000,-
France,FR,Other wines,Non-GI,2002,"5,800.00",133.00,"5,933.00",0.000,-
France,FR,Other wines,Non-GI,2001,"5,951.00",153.00,"6,104.00",0.000,-
France,FR,Other wines,Non-GI,2000,"5,832.00",126.00,"5,958.00",0.000,-
France,FR,Other wines,Non-GI,1999,"7,253.00",101.00,"7,354.00",0.000,-
France,FR,Other wines,Non-GI,1998,"5,503.00",97.00,"5,600.00",0.000,-
France,FR,Other wines,Non-GI,1997,"6,469.00",80.00,"6,549.00",0.000,-
France,FR,Table wine,Table wine,2008,"14,374.00","14,707.00","29,081.00",0.000,-
France,FR,Table wine,Table wine,2000,"23,939.00","15,551.00","39,490.00",0.000,-
France,FR,Table wine,Table wine,1999,"25,218.00","10,853.00","36,071.00",0.000,-
France,FR,Table wine,Table wine,1998,"21,142.00","12,086.00","33,228.00",0.000,-
France,FR,Table wine,Table wine,1997,"22,178.00","12,853.00","35,031.00",0.000,-
France,FR,Varietal,Non-GI,2021,405.10,555.83,960.93,0.000,-
France,FR,Varietal,Non-GI,2020,720.16,447.17,"1,167.32",0.000,-
France,FR,Varietal,Non-GI,2019,507.38,500.75,"1,008.13",0.000,-
France,FR,Varietal,Non-GI,2018,898.33,469.11,"1,367.44",0.000,-
France,FR,Varietal,Non-GI,2017,464.52,569.06,"1,033.58",0.000,-
France,FR,Varietal,Non-GI,2016,752.49,444.93,"1,197.42",0.000,-
France,FR,Varietal,Non-GI,2015,668.63,356.00,"1,024.62",0.000,-
France,FR,Varietal,Non-GI,2014,531.17,332.61,863.78,0.000,-
France,FR,Varietal,Non-GI,2013,415.83,324.49,740.31,0.000,-
France,FR,Varietal,Non-GI,2012,459.44,156.68,616.12,0.000,-
France,FR,Varietal,Non-GI,2011,931.86,45.71,977.57,0.000,-
France,FR,Varietal,Non-GI,2010,256.43,0.00,256.43,0.000,-
France,FR,VQPRD wines,VQPRD wines,2008,"21,510.00","42,453.00","63,963.00",0.000,-
France,FR,VQPRD wines,VQPRD wines,2000,"27,769.00","35,603.00","63,372.00",0.000,-
France,FR,VQPRD wines,VQPRD wines,1999,"28,064.00","31,880.00","59,944.00",0.000,-
France,FR,VQPRD wines,VQPRD wines,1998,"26,426.00","30,933.00","57,359.00",0.000,-
France,FR,VQPRD wines,VQPRD wines,1997,"24,965.00","31,862.00","56,827.00",0.000,-
Germany,DE,VQPRD wines,VQPRD wines,2003,"7,940.32","10,480.00","18,420.32",105.915,75
Germany,DE,VQPRD wines,VQPRD wines,2001,"8,592.00","11,916.00","20,508.00",104.211,82
Germany,DE,VQPRD wines,VQPRD wines,2002,"9,355.00","10,628.00","19,983.00",103.527,90
Germany,DE,VQPRD wines,VQPRD wines,2004,"9,514.00","9,157.00","18,671.00",102.827,93
Germany,DE,P.D.O. wines,P.D.O. wines,2015,"8,002.95","7,496.59","15,499.54",102.819,78
Germany,DE,P.D.O. wines,P.D.O. wines,2014,"8,358.97","6,877.77","15,236.75",102.807,81
Germany,DE,P.D.O. wines,P.D.O. wines,2013,"7,514.19","7,234.57","14,748.76",102.766,73
Germany,DE,P.D.O. wines,P.D.O. wines,2009,"8,963.00","8,757.00","17,720.00",102.732,87
Germany,DE,P.D.O. wines,P.D.O. wines,2016,"8,168.58","7,645.38","15,813.97",102.696,80
Germany,DE,P.D.O. wines,P.D.O. wines,2010,"6,847.00","8,412.72","15,259.72",102.660,67
Germany,DE,P.D.O. wines,P.D.O. wines,2011,"8,258.01","6,572.35","14,830.36",102.626,80
Germany,DE,P.D.O. wines,P.D.O. wines,2012,"7,967.53","7,261.92","15,229.45",102.553,78
Germany,DE,P.D.O. wines,P.D.O. wines,2008,0.00,0.00,0.00,102.526,0
Germany,DE,VQPRD wines,VQPRD wines,2007,"9,792.00","8,602.00","18,394.00",102.513,96
Germany,DE,VQPRD wines,VQPRD wines,2005,"8,946.00","9,565.00","18,511.00",102.479,87
Germany,DE,VQPRD wines,VQPRD wines,2006,"8,645.00","9,349.00","17,994.00",102.428,84
Germany,DE,P.D.O. wines,P.D.O. wines,2020,"7,703.50","7,743.33","15,446.83",77.390,100
Germany,DE,P.D.O. wines,P.D.O. wines,2021,"7,656.75","7,307.99","14,964.74",72.531,106
Germany,DE,P.D.O. wines,P.D.O. wines,2019,"7,425.79","8,466.50","15,892.29",69.212,107
Germany,DE,P.D.O. wines,P.D.O. wines,2018,"9,340.34","7,006.56","16,346.90",65.881,142
Germany,DE,P.D.O. wines,P.D.O. wines,2017,"6,920.60","7,949.17","14,869.77",65.670,105
Germany,DE,P.G.I. wines,P.G.I. wines,2017,119.69,489.35,609.04,37.016,3
Germany,DE,P.G.I. wines,P.G.I. wines,2018,269.66,365.05,634.72,36.980,7
Germany,DE,P.G.I. wines,P.G.I. wines,2019,193.62,458.38,651.99,33.836,6
Germany,DE,P.G.I. wines,P.G.I. wines,2021,228.63,438.68,667.31,30.731,7
Germany,DE,P.G.I. wines,P.G.I. wines,2020,249.74,406.91,656.65,25.699,10
Germany,DE,P.G.I. wines,P.G.I. wines,2014,253.54,468.44,721.98,0.049,"5,192"
Germany,DE,P.G.I. wines,P.G.I. wines,2012,281.16,528.76,809.92,0.045,"6,183"
Germany,DE,P.G.I. wines,P.G.I. wines,2011,230.84,438.64,669.48,0.045,"5,184"
Germany,DE,P.G.I. wines,P.G.I. wines,2013,195.65,537.92,733.57,0.044,"4,413"
Germany,DE,P.G.I. wines,P.G.I. wines,2016,221.60,436.44,658.04,0.040,"5,551"
Germany,DE,P.G.I. wines,P.G.I. wines,2015,179.73,483.77,663.51,0.039,"4,647"
Germany,DE,P.G.I. wines,P.G.I. wines,2010,35.27,388.57,423.84,0.032,"1,096"
Germany,DE,P.G.I. wines,P.G.I. wines,2009,87.00,"1,029.60","1,116.60",0.027,"3,216"
Germany,DE,P.G.I. wines,P.G.I. wines,2008,0.00,0.00,0.00,0.005,0
Germany,DE,Table wine,Table wine,2007,571.00,"3,500.00","4,071.00",0.004,"131,567"
Germany,DE,Table wine,Table wine,2005,310.00,"3,433.00","3,743.00",0.004,"73,810"
Germany,DE,Table wine,Table wine,2004,593.00,"3,325.00","3,918.00",0.004,"141,190"
Germany,DE,Table wine,Table wine,2006,355.00,"3,321.00","3,676.00",0.004,"87,224"
Germany,DE,Table wine,Table wine,2003,250.68,"3,566.00","3,816.68",0.004,"62,985"
Germany,DE,Non-Vinified,Non-Vinified,2021,483.48,0.00,483.48,0.000,-
Germany,DE,Non-Vinified,Non-Vinified,2020,404.89,0.00,404.89,0.000,-
Germany,DE,Non-Vinified,Non-Vinified,2019,571.30,0.00,571.30,0.000,-
Germany,DE,Non-Vinified,Non-Vinified,2018,537.19,0.00,537.19,0.000,-
Germany,DE,Non-Vinified,Non-Vinified,2017,398.97,0.00,398.97,0.000,-
Germany,DE,Non-Vinified,Non-Vinified,2016,562.76,0.00,562.76,0.000,-
Germany,DE,Non-Vinified,Non-Vinified,2015,586.14,0.00,586.14,0.000,-
Germany,DE,Non-Vinified,Non-Vinified,2014,537.51,0.00,537.51,0.000,-
Germany,DE,Non-Vinified,Non-Vinified,2013,641.39,0.00,641.39,0.000,-
Germany,DE,Non-Vinified,Non-Vinified,2012,"1,234.92",0.00,"1,234.92",0.000,-
Germany,DE,Non-Vinified,Non-Vinified,2011,608.79,0.00,608.79,0.000,-
Germany,DE,Non-Vinified,Non-Vinified,2003,99.77,0.00,99.77,0.000,-
Germany,DE,Other wines,Non-GI,2021,62.15,"2,871.75","2,933.90",0.000,-
Germany,DE,Other wines,Non-Vinified,2021,0.00,374.95,374.95,0.000,-
Germany,DE,Other wines,Non-GI,2020,32.08,"3,022.22","3,054.30",0.000,-
Germany,DE,Other wines,Non-Vinified,2020,0.00,439.70,439.70,0.000,-
Germany,DE,Other wines,Non-GI,2019,17.00,"2,881.29","2,898.29",0.000,-
Germany,DE,Other wines,Non-Vinified,2019,0.00,425.11,425.11,0.000,-
Germany,DE,Other wines,Non-GI,2018,121.30,"2,938.08","3,059.38",0.000,-
Germany,DE,Other wines,Non-Vinified,2018,0.00,471.67,471.67,0.000,-
Germany,DE,Other wines,Non-GI,2017,9.48,"2,875.63","2,885.12",0.000,-
Germany,DE,Other wines,Non-Vinified,2017,0.00,430.35,430.35,0.000,-
Germany,DE,Other wines,Non-GI,2016,51.57,"3,123.63","3,175.20",0.000,-
Germany,DE,Other wines,Non-Vinified,2016,0.00,485.82,485.82,0.000,-
Germany,DE,Other wines,Non-GI,2015,36.27,"3,113.43","3,149.69",0.000,-
Germany,DE,Other wines,Non-Vinified,2015,0.00,468.89,468.89,0.000,-
Germany,DE,Other wines,Non-GI,2014,28.74,"3,161.46","3,190.21",0.000,-
Germany,DE,Other wines,Non-Vinified,2014,0.00,491.88,491.88,0.000,-
Germany,DE,Other wines,Non-GI,2013,16.35,"3,049.73","3,066.07",0.000,-
Germany,DE,Other wines,Non-Vinified,2013,0.00,402.10,402.10,0.000,-
Germany,DE,Other wines,Non-GI,2012,"8,499.09","3,081.40","11,580.49",0.000,-
Germany,DE,Other wines,Non-Vinified,2012,0.00,476.96,476.96,0.000,-
Germany,DE,Other wines,Non-GI,2011,20.67,"3,274.89","3,295.56",0.000,-
Germany,DE,Other wines,Non-Vinified,2011,0.00,493.40,493.40,0.000,-
Germany,DE,Other wines,Non-GI,2010,86.00,"3,553.15","3,639.15",0.000,-
Germany,DE,Other wines,Non-GI,2009,204.00,"3,140.00","3,344.00",0.000,-
Germany,DE,Other wines,Non-GI,2008,0.00,187.00,187.00,0.000,-
Germany,DE,Other wines,Non-GI,2007,0.00,162.00,162.00,0.000,-
Germany,DE,Other wines,Non-GI,2006,0.00,132.00,132.00,0.000,-
Germany,DE,Other wines,Non-GI,2005,0.00,165.00,165.00,0.000,-
Germany,DE,Other wines,Non-GI,2004,0.00,158.00,158.00,0.000,-
Germany,DE,Other wines,Non-GI,2003,0.00,239.00,239.00,0.000,-
Germany,DE,Other wines,Non-GI,2002,0.00,260.00,260.00,0.000,-
Germany,DE,Other wines,Non-GI,2001,0.00,287.00,287.00,0.000,-
Germany,DE,Other wines,Non-GI,2000,0.00,156.00,156.00,0.000,-
Germany,DE,Other wines,Non-GI,1999,0.00,123.00,123.00,0.000,-
Germany,DE,Other wines,Non-GI,1998,0.00,160.00,160.00,0.000,-
Germany,DE,Other wines,Non-GI,1997,0.00,136.00,136.00,0.000,-
Germany,DE,Table wine,Table wine,2008,607.00,"3,449.00","4,056.00",0.000,-
Germany,DE,Table wine,Table wine,2002,629.00,"3,882.00","4,511.00",0.000,-
Germany,DE,Table wine,Table wine,2001,388.00,"4,297.00","4,685.00",0.000,-
Germany,DE,Table wine,Table wine,2000,785.00,"4,524.00","5,309.00",0.000,-
Germany,DE,Table wine,Table wine,1999,"1,401.00","4,500.00","5,901.00",0.000,-
Germany,DE,Table wine,Table wine,1998,534.00,"4,206.00","4,740.00",0.000,-
Germany,DE,Table wine,Table wine,1997,257.00,"4,530.00","4,787.00",0.000,-
Germany,DE,Varietal,Non-GI,2021,17.44,546.35,563.80,0.000,-
Germany,DE,Varietal,Non-GI,2020,14.99,562.00,576.99,0.000,-
Germany,DE,Varietal,Non-GI,2019,9.99,600.93,610.92,0.000,-
Germany,DE,Varietal,Non-GI,2018,0.00,350.91,350.91,0.000,-
Germany,DE,Varietal,Non-GI,2017,12.94,430.81,443.75,0.000,-
Germany,DE,Varietal,Non-GI,2016,8.27,365.48,373.74,0.000,-
Germany,DE,Varietal,Non-GI,2015,13.64,431.75,445.39,0.000,-
Germany,DE,Varietal,Non-GI,2014,23.24,332.37,355.62,0.000,-
Germany,DE,Varietal,Non-GI,2013,41.72,262.74,304.46,0.000,-
Germany,DE,Varietal,Non-GI,2012,41.77,354.65,396.42,0.000,-
Germany,DE,Varietal,Non-GI,2011,13.67,270.71,284.38,0.000,-
Germany,DE,Varietal,Non-GI,2010,6.97,315.09,322.06,0.000,-
Germany,DE,Varietal,Non-GI,2009,66.00,0.00,66.00,0.000,-
Germany,DE,VQPRD wines,VQPRD wines,2008,"9,482.00","8,887.00","18,369.00",0.000,-
Germany,DE,VQPRD wines,VQPRD wines,2000,"9,165.00","11,535.00","20,700.00",0.000,-
Germany,DE,VQPRD wines,VQPRD wines,1999,"10,843.00","9,977.00","20,820.00",0.000,-
Germany,DE,VQPRD wines,VQPRD wines,1998,"10,193.00","8,486.00","18,679.00",0.000,-
Germany,DE,VQPRD wines,VQPRD wines,1997,"8,137.00","8,873.00","17,010.00",0.000,-
Greece,EL,Table wine,Table wine,2002,"2,849.00","1,524.00","4,373.00",65.287,44
Greece,EL,Table wine,Table wine,2001,"3,137.00","1,577.00","4,714.00",62.906,50
Greece,EL,Table wine,Table wine,2007,"3,028.00","1,595.00","4,623.00",54.902,55
Greece,EL,Table wine,Table wine,2006,"3,522.00","1,785.71","5,307.71",54.624,64
Greece,EL,Table wine,Table wine,2005,"3,655.00","2,315.00","5,970.00",51.863,70
Greece,EL,Table wine,Table wine,2004,"3,881.00","1,918.63","5,799.63",51.689,75
Greece,EL,Table wine,Table wine,2003,"3,420.00","1,658.00","5,078.00",50.501,68
Greece,EL,P.G.I. wines,P.G.I. wines,2021,415.89,"1,061.01","1,476.90",40.949,10
Greece,EL,P.G.I. wines,P.G.I. wines,2020,387.14,"1,268.67","1,655.81",40.798,9
Greece,EL,P.G.I. wines,P.G.I. wines,2019,379.77,455.70,835.47,40.222,9
Greece,EL,P.G.I. wines,P.G.I. wines,2018,392.70,347.72,740.42,39.686,10
Greece,EL,P.G.I. wines,P.G.I. wines,2017,456.51,357.75,814.26,39.536,12
Greece,EL,P.G.I. wines,P.G.I. wines,2016,471.72,369.44,841.16,39.220,12
Greece,EL,P.G.I. wines,P.G.I. wines,2015,439.74,382.01,821.75,35.792,12
Greece,EL,P.G.I. wines,P.G.I. wines,2008,0.00,0.00,0.00,17.258,0
Greece,EL,P.G.I. wines,P.G.I. wines,2009,510.00,553.20,"1,063.20",16.823,30
Greece,EL,P.G.I. wines,P.G.I. wines,2011,484.00,544.17,"1,028.17",15.740,31
Greece,EL,P.G.I. wines,P.G.I. wines,2013,600.20,349.72,949.92,15.734,38
Greece,EL,P.G.I. wines,P.G.I. wines,2010,495.00,488.68,983.68,15.705,32
Greece,EL,P.G.I. wines,P.G.I. wines,2012,590.00,402.81,992.81,15.535,38
Greece,EL,P.G.I. wines,P.G.I. wines,2014,455.40,354.54,809.94,15.531,29
Greece,EL,VQPRD wines,VQPRD wines,2002,246.00,330.00,576.00,15.507,16
Greece,EL,P.D.O. wines,P.D.O. wines,2008,0.00,0.00,0.00,15.311,0
Greece,EL,VQPRD wines,VQPRD wines,2006,377.00,472.70,849.70,15.284,25
Greece,EL,VQPRD wines,VQPRD wines,2007,310.00,454.00,764.00,15.210,20
Greece,EL,VQPRD wines,VQPRD wines,2005,334.00,507.00,841.00,14.819,23
Greece,EL,VQPRD wines,VQPRD wines,2001,338.00,326.00,664.00,14.683,23
Greece,EL,VQPRD wines,VQPRD wines,2004,401.00,390.46,791.46,14.596,27
Greece,EL,VQPRD wines,VQPRD wines,2003,384.00,379.00,763.00,14.276,27
Greece,EL,P.D.O. wines,P.D.O. wines,2009,340.00,496.00,836.00,13.554,25
Greece,EL,P.D.O. wines,P.D.O. wines,2010,320.00,479.89,799.89,13.114,24
Greece,EL,P.D.O. wines,P.D.O. wines,2011,280.00,494.14,774.14,13.086,21
Greece,EL,P.D.O. wines,P.D.O. wines,2020,186.66,270.68,457.33,12.738,15
Greece,EL,P.D.O. wines,P.D.O. wines,2019,162.83,264.36,427.18,12.527,13
Greece,EL,P.D.O. wines,P.D.O. wines,2018,200.66,269.07,469.73,12.330,16
Greece,EL,P.D.O. wines,P.D.O. wines,2016,243.70,244.39,488.09,12.318,20
Greece,EL,P.D.O. wines,P.D.O. wines,2017,237.20,269.96,507.16,12.311,19
Greece,EL,P.D.O. wines,P.D.O. wines,2015,234.35,310.48,544.83,12.227,19
Greece,EL,P.D.O. wines,P.D.O. wines,2012,310.00,373.33,683.33,12.047,26
Greece,EL,P.D.O. wines,P.D.O. wines,2013,299.50,305.23,604.73,11.355,26
Greece,EL,P.D.O. wines,P.D.O. wines,2014,237.20,305.45,542.65,11.230,21
Greece,EL,P.D.O. wines,P.D.O. wines,2021,199.80,249.75,449.55,10.254,19
Greece,EL,Non-Vinified,Non-Vinified,2021,53.37,0.00,53.37,0.000,-
Greece,EL,Non-Vinified,Non-Vinified,2020,62.65,0.00,62.65,0.000,-
Greece,EL,Non-Vinified,Non-Vinified,2019,38.19,0.00,38.19,0.000,-
Greece,EL,Non-Vinified,Non-Vinified,2018,70.56,0.00,70.56,0.000,-
Greece,EL,Non-Vinified,Non-Vinified,2017,17.16,0.00,17.16,0.000,-
Greece,EL,Non-Vinified,Non-Vinified,2016,47.08,0.00,47.08,0.000,-
Greece,EL,Non-Vinified,Non-Vinified,2015,42.86,0.00,42.86,0.000,-
Greece,EL,Non-Vinified,Non-Vinified,2014,50.45,0.00,50.45,0.000,-
Greece,EL,Non-Vinified,Non-Vinified,2013,74.40,0.00,74.40,0.000,-
Greece,EL,Non-Vinified,Non-Vinified,2012,65.30,0.00,65.30,0.000,-
Greece,EL,Non-Vinified,Non-Vinified,2011,90.00,0.00,90.00,0.000,-
Greece,EL,Non-Vinified,Non-Vinified,2010,150.00,0.00,150.00,0.000,-
Greece,EL,Non-Vinified,Non-Vinified,2007,174.00,0.00,174.00,0.000,-
Greece,EL,Non-Vinified,Non-Vinified,2006,39.00,0.00,39.00,0.000,-
Greece,EL,Non-Vinified,Non-Vinified,2005,38.00,0.00,38.00,0.000,-
Greece,EL,Non-Vinified,Non-Vinified,2004,13.00,0.00,13.00,0.000,-
Greece,EL,Non-Vinified,Non-Vinified,2002,3.00,0.00,3.00,0.000,-
Greece,EL,Other wines,Non-GI,2021,"1,577.75",990.53,"2,568.28",0.000,-
Greece,EL,Other wines,Non-Vinified,2021,0.00,68.93,68.93,0.000,-
Greece,EL,Other wines,Non-GI,2020,"1,466.93","1,334.93","2,801.86",0.000,-
Greece,EL,Other wines,Non-Vinified,2020,0.00,37.81,37.81,0.000,-
Greece,EL,Other wines,Non-GI,2019,"1,668.31",785.17,"2,453.48",0.000,-
Greece,EL,Other wines,Non-Vinified,2019,0.00,89.98,89.98,0.000,-
Greece,EL,Other wines,Non-GI,2018,"1,440.34",714.75,"2,155.08",0.000,-
Greece,EL,Other wines,Non-Vinified,2018,0.00,30.45,30.45,0.000,-
Greece,EL,Other wines,Non-GI,2017,"1,587.19",659.62,"2,246.81",0.000,-
Greece,EL,Other wines,Non-Vinified,2017,0.00,58.19,58.19,0.000,-
Greece,EL,Other wines,Non-GI,2016,"1,699.88",653.49,"2,353.37",0.000,-
Greece,EL,Other wines,Non-Vinified,2016,0.00,34.28,34.28,0.000,-
Greece,EL,Other wines,Non-GI,2015,"1,673.20",762.72,"2,435.92",0.000,-
Greece,EL,Other wines,Non-Vinified,2015,0.00,31.05,31.05,0.000,-
Greece,EL,Other wines,Non-GI,2014,"1,943.16",669.30,"2,612.46",0.000,-
Greece,EL,Other wines,Non-Vinified,2014,0.00,18.65,18.65,0.000,-
Greece,EL,Other wines,Non-GI,2013,"2,299.90",514.09,"2,813.99",0.000,-
Greece,EL,Other wines,Non-Vinified,2013,0.00,11.78,11.78,0.000,-
Greece,EL,Other wines,Non-GI,2012,"2,080.00",637.76,"2,717.76",0.000,-
Greece,EL,Other wines,Non-Vinified,2012,0.00,21.88,21.88,0.000,-
Greece,EL,Other wines,Non-GI,2011,"1,896.00",752.56,"2,648.56",0.000,-
Greece,EL,Other wines,Non-Vinified,2011,0.00,92.22,92.22,0.000,-
Greece,EL,Other wines,Non-GI,2010,"1,985.00","1,250.14","3,235.14",0.000,-
Greece,EL,Other wines,Non-GI,2009,"2,239.75","1,454.90","3,694.65",0.000,-
Greece,EL,Table wine,Table wine,2008,"3,529.05","1,295.23","4,824.28",0.000,-
Greece,EL,Table wine,Table wine,2000,"3,266.00","1,194.00","4,460.00",0.000,-
Greece,EL,Table wine,Table wine,1999,"3,343.00","1,311.00","4,654.00",0.000,-
Greece,EL,Table wine,Table wine,1998,"3,522.00","1,417.00","4,939.00",0.000,-
Greece,EL,Table wine,Table wine,1997,"3,647.00","1,266.00","4,913.00",0.000,-
Greece,EL,Varietal,Non-GI,2021,222.15,314.39,536.54,0.000,-
Greece,EL,Varietal,Non-GI,2020,179.85,205.72,385.57,0.000,-
Greece,EL,Varietal,Non-GI,2019,175.51,125.52,301.03,0.000,-
Greece,EL,Varietal,Non-GI,2018,131.03,97.85,228.88,0.000,-
Greece,EL,Varietal,Non-GI,2017,112.11,87.89,200.00,0.000,-
Greece,EL,Varietal,Non-GI,2016,118.22,69.47,187.69,0.000,-
Greece,EL,Varietal,Non-GI,2015,110.95,35.17,146.12,0.000,-
Greece,EL,Varietal,Non-GI,2014,113.80,25.11,138.91,0.000,-
Greece,EL,Varietal,Non-GI,2013,69.30,5.93,75.23,0.000,-
Greece,EL,Varietal,Non-GI,2012,70.00,0.00,70.00,0.000,-
Greece,EL,Varietal,Non-GI,2009,276.00,0.00,276.00,0.000,-
Greece,EL,VQPRD wines,VQPRD wines,2008,345.00,425.31,770.31,0.000,-
Greece,EL,VQPRD wines,VQPRD wines,2000,292.00,275.00,567.00,0.000,-
Greece,EL,VQPRD wines,VQPRD wines,1999,337.00,270.00,607.00,0.000,-
Greece,EL,VQPRD wines,VQPRD wines,1998,304.00,295.00,599.00,0.000,-
Greece,EL,VQPRD wines,VQPRD wines,1997,333.00,235.00,568.00,0.000,-
Hungary,HU,VQPRD wines,VQPRD wines,2005,"1,722.00","1,897.00","3,619.00",71.654,24
