Member State,MS Code,Category,Product Group,Year,Production,Opening Stock,Availability,Area,Yield
Latvia,LV,P.D.O. wines,P.D.O. wines,2009,0.00,14.00,14.00,0.000,-
Latvia,LV,P.G.I. wines,P.G.I. wines,2010,0.00,10.00,10.00,0.000,-
Latvia,LV,Table wine,Table wine,2008,0.00,67.03,67.03,0.000,-
Latvia,LV,Table wine,Table wine,2007,0.00,53.50,53.50,0.000,-
Latvia,LV,Table wine,Table wine,2006,0.00,36.30,36.30,0.000,-
Latvia,LV,Table wine,Table wine,2005,0.00,65.86,65.86,0.000,-
Latvia,LV,Table wine,Table wine,2004,0.00,6.30,6.30,0.000,-
Latvia,LV,Varietal,Non-GI,2018,0.00,7.20,7.20,0.000,-
Latvia,LV,Varietal,Non-GI,2014,0.00,7.20,7.20,0.000,-
Latvia,LV,Varietal,Non-GI,2013,0.00,7.20,7.20,0.000,-
Latvia,LV,Varietal,Non-GI,2012,0.00,7.20,7.20,0.000,-
Latvia,LV,Varietal,Non-GI,2011,0.00,7.20,7.20,0.000,-
Latvia,LV,Varietal,Non-GI,2010,0.00,8.00,8.00,0.000,-
Latvia,LV,VQPRD wines,VQPRD wines,2008,0.00,7.06,7.06,0.000,-
Latvia,LV,VQPRD wines,VQPRD wines,2007,0.00,7.00,7.00,0.000,-
Latvia,LV,VQPRD wines,VQPRD wines,2006,0.00,3.76,3.76,0.000,-
Latvia,LV,VQPRD wines,VQPRD wines,2005,0.00,5.02,5.02,0.000,-
Latvia,LV,VQPRD wines,VQPRD wines,2004,0.00,2.10,2.10,0.000,-
Lithuania,LT,Other wines,Non-GI,2021,0.00,59.37,59.37,0.000,-
Lithuania,LT,Other wines,Non-Vinified,2021,0.00,11.43,11.43,0.000,-
Lithuania,LT,Other wines,Non-GI,2020,0.00,44.20,44.20,0.000,-
Lithuania,LT,Other wines,Non-Vinified,2020,0.00,11.23,11.23,0.000,-
Lithuania,LT,Other wines,Non-GI,2019,0.00,56.17,56.17,0.000,-
Lithuania,LT,Other wines,Non-Vinified,2019,0.00,11.66,11.66,0.000,-
Lithuania,LT,Other wines,Non-GI,2018,0.00,62.83,62.83,0.000,-
Lithuania,LT,Other wines,Non-Vinified,2018,0.00,10.36,10.36,0.000,-
Lithuania,LT,Other wines,Non-GI,2017,0.00,62.43,62.43,0.000,-
Lithuania,LT,Other wines,Non-Vinified,2017,0.00,12.68,12.68,0.000,-
Lithuania,LT,Other wines,Non-GI,2016,0.00,71.91,71.91,0.000,-
Lithuania,LT,Other wines,Non-Vinified,2016,0.00,13.88,13.88,0.000,-
Lithuania,LT,Other wines,Non-GI,2015,0.00,102.35,102.35,0.000,-
Lithuania,LT,Other wines,Non-Vinified,2015,0.00,20.94,20.94,0.000,-
Lithuania,LT,Other wines,Non-GI,2014,0.00,64.95,64.95,0.000,-
Lithuania,LT,Other wines,Non-Vinified,2014,0.00,16.55,16.55,0.000,-
Lithuania,LT,Other wines,Non-GI,2013,0.00,64.34,64.34,0.000,-
Lithuania,LT,Other wines,Non-Vinified,2013,0.00,12.51,12.51,0.000,-
Lithuania,LT,Other wines,Non-GI,2012,0.00,43.23,43.23,0.000,-
Lithuania,LT,Other wines,Non-Vinified,2012,0.00,11.36,11.36,0.000,-
Lithuania,LT,Other wines,Non-GI,2011,0.00,60.77,60.77,0.000,-
Lithuania,LT,Other wines,Non-Vinified,2011,0.00,11.07,11.07,0.000,-
Lithuania,LT,Other wines,Non-GI,2010,0.00,56.50,56.50,0.000,-
Lithuania,LT,Other wines,Non-GI,2009,0.00,58.00,58.00,0.000,-
Lithuania,LT,Other wines,Non-GI,2008,0.00,2.00,2.00,0.000,-
Lithuania,LT,Other wines,Non-GI,2007,0.00,2.00,2.00,0.000,-
Lithuania,LT,Other wines,Non-GI,2006,0.00,2.00,2.00,0.000,-
Lithuania,LT,Other wines,Non-GI,2005,0.00,8.37,8.37,0.000,-
Lithuania,LT,Other wines,Non-GI,2004,0.00,8.69,8.69,0.000,-
Lithuania,LT,P.D.O. wines,P.D.O. wines,2021,0.00,7.90,7.90,0.000,-
Lithuania,LT,P.D.O. wines,P.D.O. wines,2020,0.00,7.72,7.72,0.000,-
Lithuania,LT,P.D.O. wines,P.D.O. wines,2019,0.00,11.05,11.05,0.000,-
Lithuania,LT,P.D.O. wines,P.D.O. wines,2018,0.00,11.40,11.40,0.000,-
Lithuania,LT,P.D.O. wines,P.D.O. wines,2017,0.00,10.89,10.89,0.000,-
Lithuania,LT,P.D.O. wines,P.D.O. wines,2016,0.00,9.37,9.37,0.000,-
Lithuania,LT,P.D.O. wines,P.D.O. wines,2015,0.00,10.89,10.89,0.000,-
Lithuania,LT,P.D.O. wines,P.D.O. wines,2014,0.00,11.92,11.92,0.000,-
Lithuania,LT,P.D.O. wines,P.D.O. wines,2013,0.00,10.86,10.86,0.000,-
Lithuania,LT,P.D.O. wines,P.D.O. wines,2012,0.00,7.08,7.08,0.000,-
Lithuania,LT,P.D.O. wines,P.D.O. wines,2011,0.00,6.53,6.53,0.000,-
Lithuania,LT,P.D.O. wines,P.D.O. wines,2010,0.00,5.70,5.70,0.000,-
Lithuania,LT,P.D.O. wines,P.D.O. wines,2009,0.00,6.20,6.20,0.000,-
Lithuania,LT,P.G.I. wines,P.G.I. wines,2021,0.00,13.12,13.12,0.000,-
Lithuania,LT,P.G.I. wines,P.G.I. wines,2020,0.00,13.71,13.71,0.000,-
Lithuania,LT,P.G.I. wines,P.G.I. wines,2019,0.00,7.99,7.99,0.000,-
Lithuania,LT,P.G.I. wines,P.G.I. wines,2018,0.00,10.50,10.50,0.000,-
Lithuania,LT,P.G.I. wines,P.G.I. wines,2017,0.00,8.25,8.25,0.000,-
Lithuania,LT,P.G.I. wines,P.G.I. wines,2016,0.00,9.92,9.92,0.000,-
Lithuania,LT,P.G.I. wines,P.G.I. wines,2015,0.00,18.01,18.01,0.000,-
Lithuania,LT,P.G.I. wines,P.G.I. wines,2014,0.00,10.01,10.01,0.000,-
Lithuania,LT,P.G.I. wines,P.G.I. wines,2013,0.00,9.25,9.25,0.000,-
Lithuania,LT,P.G.I. wines,P.G.I. wines,2012,0.00,5.61,5.61,0.000,-
Lithuania,LT,P.G.I. wines,P.G.I. wines,2011,0.00,10.47,10.47,0.000,-
Lithuania,LT,P.G.I. wines,P.G.I. wines,2010,0.00,7.00,7.00,0.000,-
Lithuania,LT,P.G.I. wines,P.G.I. wines,2009,0.00,5.30,5.30,0.000,-
Lithuania,LT,Table wine,Table wine,2008,21.50,35.00,56.50,0.000,-
Lithuania,LT,Table wine,Table wine,2007,30.00,46.20,76.20,0.000,-
Lithuania,LT,Table wine,Table wine,2006,48.00,51.30,99.30,0.000,-
Lithuania,LT,Table wine,Table wine,2005,60.00,18.70,78.70,0.000,-
Lithuania,LT,Table wine,Table wine,2004,0.00,94.11,94.11,0.000,-
Lithuania,LT,Varietal,Non-GI,2021,0.00,2.58,2.58,0.000,-
Lithuania,LT,Varietal,Non-GI,2020,0.00,4.12,4.12,0.000,-
Lithuania,LT,Varietal,Non-GI,2019,0.00,2.75,2.75,0.000,-
Lithuania,LT,Varietal,Non-GI,2018,0.00,3.14,3.14,0.000,-
Lithuania,LT,Varietal,Non-GI,2017,0.00,3.68,3.68,0.000,-
Lithuania,LT,Varietal,Non-GI,2016,0.00,3.62,3.62,0.000,-
Lithuania,LT,Varietal,Non-GI,2015,0.00,10.54,10.54,0.000,-
Lithuania,LT,Varietal,Non-GI,2014,0.00,5.54,5.54,0.000,-
Lithuania,LT,Varietal,Non-GI,2013,0.00,1.18,1.18,0.000,-
Lithuania,LT,Varietal,Non-GI,2012,0.00,0.21,0.21,0.000,-
Lithuania,LT,Varietal,Non-GI,2011,0.00,0.94,0.94,0.000,-
Lithuania,LT,Varietal,Non-GI,2010,0.00,0.50,0.50,0.000,-
Lithuania,LT,Varietal,Non-GI,2009,0.00,1.10,1.10,0.000,-
Lithuania,LT,VQPRD wines,VQPRD wines,2008,10.00,10.00,20.00,0.000,-
Lithuania,LT,VQPRD wines,VQPRD wines,2007,8.00,14.00,22.00,0.000,-
Lithuania,LT,VQPRD wines,VQPRD wines,2006,0.00,15.30,15.30,0.000,-
Lithuania,LT,VQPRD wines,VQPRD wines,2005,0.00,18.40,18.40,0.000,-
Lithuania,LT,VQPRD wines,VQPRD wines,2004,0.00,3.66,3.66,0.000,-
Luxembourg,LU,VQPRD wines,VQPRD wines,2002,139.00,219.00,358.00,1.342,104
Luxembourg,LU,VQPRD wines,VQPRD wines,2001,125.00,219.00,344.00,1.342,93
Luxembourg,LU,VQPRD wines,VQPRD wines,2003,123.09,200.00,323.09,1.309,94
Luxembourg,LU,P.D.O. wines,P.D.O. wines,2009,127.60,175.70,303.30,1.302,98
Luxembourg,LU,VQPRD wines,VQPRD wines,2005,135.00,213.00,348.00,1.300,104
Luxembourg,LU,VQPRD wines,VQPRD wines,2006,130.00,225.00,355.00,1.299,100
Luxembourg,LU,P.D.O. wines,P.D.O. wines,2014,124.94,95.35,220.28,1.296,96
Luxembourg,LU,P.D.O. wines,P.D.O. wines,2013,100.89,104.36,205.25,1.295,78
Luxembourg,LU,VQPRD wines,VQPRD wines,2004,153.00,190.00,343.00,1.293,118
Luxembourg,LU,P.D.O. wines,P.D.O. wines,2008,0.00,0.00,0.00,1.289,0
Luxembourg,LU,P.D.O. wines,P.D.O. wines,2012,85.04,142.71,227.75,1.287,66
Luxembourg,LU,VQPRD wines,VQPRD wines,2007,142.00,177.00,319.00,1.279,111
Luxembourg,LU,P.D.O. wines,P.D.O. wines,2011,131.99,156.43,288.42,1.274,104
Luxembourg,LU,P.D.O. wines,P.D.O. wines,2010,131.99,184.00,315.99,1.270,104
Luxembourg,LU,Non-Vinified,Non-Vinified,2011,138.58,0.00,138.58,0.000,-
Luxembourg,LU,Non-Vinified,Non-Vinified,2010,138.59,0.00,138.59,0.000,-
Luxembourg,LU,Other wines,Non-GI,2020,0.00,57.53,57.53,0.000,-
Luxembourg,LU,Other wines,Non-Vinified,2020,0.00,0.69,0.69,0.000,-
Luxembourg,LU,Other wines,Non-GI,2019,0.00,20.11,20.11,0.000,-
Luxembourg,LU,Other wines,Non-Vinified,2019,0.00,1.25,1.25,0.000,-
Luxembourg,LU,Other wines,Non-GI,2018,13.91,20.11,34.02,0.000,-
Luxembourg,LU,Other wines,Non-Vinified,2018,0.00,1.25,1.25,0.000,-
Luxembourg,LU,Other wines,Non-GI,2017,0.00,19.32,19.32,0.000,-
Luxembourg,LU,Other wines,Non-Vinified,2017,0.00,3.70,3.70,0.000,-
Luxembourg,LU,Other wines,Non-GI,2016,0.00,49.96,49.96,0.000,-
Luxembourg,LU,Other wines,Non-Vinified,2016,0.00,0.76,0.76,0.000,-
Luxembourg,LU,Other wines,Non-GI,2015,0.00,43.97,43.97,0.000,-
Luxembourg,LU,Other wines,Non-Vinified,2015,0.00,0.98,0.98,0.000,-
Luxembourg,LU,Other wines,Non-GI,2014,0.00,55.22,55.22,0.000,-
Luxembourg,LU,Other wines,Non-Vinified,2014,0.00,1.27,1.27,0.000,-
Luxembourg,LU,Other wines,Non-GI,2013,0.00,38.70,38.70,0.000,-
Luxembourg,LU,Other wines,Non-Vinified,2013,0.00,1.18,1.18,0.000,-
Luxembourg,LU,Other wines,Non-GI,2012,0.00,45.16,45.16,0.000,-
Luxembourg,LU,Other wines,Non-Vinified,2012,0.00,1.15,1.15,0.000,-
Luxembourg,LU,Other wines,Non-GI,2011,0.00,54.00,54.00,0.000,-
Luxembourg,LU,Other wines,Non-Vinified,2011,0.00,1.41,1.41,0.000,-
Luxembourg,LU,Other wines,Non-GI,2010,0.00,43.00,43.00,0.000,-
Luxembourg,LU,Other wines,Non-GI,2009,0.00,42.00,42.00,0.000,-
Luxembourg,LU,Other wines,Non-GI,2006,0.00,1.00,1.00,0.000,-
Luxembourg,LU,Other wines,Non-GI,2005,0.00,1.00,1.00,0.000,-
Luxembourg,LU,Other wines,Non-GI,2004,0.00,1.00,1.00,0.000,-
Luxembourg,LU,Other wines,Non-GI,2003,0.00,1.00,1.00,0.000,-
Luxembourg,LU,Other wines,Non-GI,2002,0.00,1.00,1.00,0.000,-
Luxembourg,LU,Other wines,Non-GI,2001,0.00,60.00,60.00,0.000,-
Luxembourg,LU,Other wines,Non-GI,2000,13.00,69.93,82.93,0.000,-
Luxembourg,LU,Other wines,Non-GI,1999,18.00,72.00,90.00,0.000,-
Luxembourg,LU,Other wines,Non-GI,1998,15.00,70.00,85.00,0.000,-
Luxembourg,LU,Other wines,Non-GI,1997,10.00,70.00,80.00,0.000,-
Luxembourg,LU,P.D.O. wines,P.D.O. wines,2021,98.41,0.00,98.41,0.000,-
Luxembourg,LU,P.D.O. wines,P.D.O. wines,2020,96.86,114.17,211.03,0.000,-
Luxembourg,LU,P.D.O. wines,P.D.O. wines,2019,74.79,126.70,201.48,0.000,-
Luxembourg,LU,P.D.O. wines,P.D.O. wines,2018,120.35,126.70,247.05,0.000,-
Luxembourg,LU,P.D.O. wines,P.D.O. wines,2017,81.25,100.98,182.23,0.000,-
Luxembourg,LU,P.D.O. wines,P.D.O. wines,2016,82.95,91.77,174.72,0.000,-
Luxembourg,LU,P.D.O. wines,P.D.O. wines,2015,110.69,108.75,219.44,0.000,-
Luxembourg,LU,P.G.I. wines,P.G.I. wines,2020,0.00,0.86,0.86,0.000,-
Luxembourg,LU,P.G.I. wines,P.G.I. wines,2019,0.00,0.94,0.94,0.000,-
Luxembourg,LU,P.G.I. wines,P.G.I. wines,2018,0.00,0.94,0.94,0.000,-
Luxembourg,LU,P.G.I. wines,P.G.I. wines,2017,0.00,2.24,2.24,0.000,-
Luxembourg,LU,P.G.I. wines,P.G.I. wines,2016,0.00,2.00,2.00,0.000,-
Luxembourg,LU,P.G.I. wines,P.G.I. wines,2015,0.00,1.51,1.51,0.000,-
Luxembourg,LU,P.G.I. wines,P.G.I. wines,2014,0.00,0.62,0.62,0.000,-
Luxembourg,LU,P.G.I. wines,P.G.I. wines,2013,0.00,1.81,1.81,0.000,-
Luxembourg,LU,P.G.I. wines,P.G.I. wines,2012,0.00,1.56,1.56,0.000,-
Luxembourg,LU,P.G.I. wines,P.G.I. wines,2011,0.00,2.79,2.79,0.000,-
Luxembourg,LU,P.G.I. wines,P.G.I. wines,2010,0.00,22.00,22.00,0.000,-
Luxembourg,LU,P.G.I. wines,P.G.I. wines,2009,0.00,27.00,27.00,0.000,-
Luxembourg,LU,Table wine,Table wine,2008,0.00,60.00,60.00,0.000,-
Luxembourg,LU,Table wine,Table wine,2007,0.00,63.00,63.00,0.000,-
Luxembourg,LU,Table wine,Table wine,2006,0.00,37.00,37.00,0.000,-
Luxembourg,LU,Table wine,Table wine,2005,0.00,51.00,51.00,0.000,-
Luxembourg,LU,Table wine,Table wine,2004,3.00,51.00,54.00,0.000,-
Luxembourg,LU,Table wine,Table wine,2003,0.00,67.00,67.00,0.000,-
Luxembourg,LU,Table wine,Table wine,2002,15.00,30.00,45.00,0.000,-
Luxembourg,LU,Table wine,Table wine,2001,10.00,33.00,43.00,0.000,-
Luxembourg,LU,Table wine,Table wine,2000,0.00,37.23,37.23,0.000,-
Luxembourg,LU,Table wine,Table wine,1999,10.00,16.00,26.00,0.000,-
Luxembourg,LU,Table wine,Table wine,1998,0.00,18.00,18.00,0.000,-
Luxembourg,LU,Table wine,Table wine,1997,0.00,20.00,20.00,0.000,-
Luxembourg,LU,Varietal,Non-GI,2020,0.00,0.53,0.53,0.000,-
Luxembourg,LU,Varietal,Non-GI,2019,0.00,0.71,0.71,0.000,-
Luxembourg,LU,Varietal,Non-GI,2018,0.00,0.71,0.71,0.000,-
Luxembourg,LU,Varietal,Non-GI,2017,0.00,3.39,3.39,0.000,-
Luxembourg,LU,Varietal,Non-GI,2016,0.00,1.40,1.40,0.000,-
Luxembourg,LU,Varietal,Non-GI,2015,0.00,0.98,0.98,0.000,-
Luxembourg,LU,Varietal,Non-GI,2014,0.00,0.98,0.98,0.000,-
Luxembourg,LU,Varietal,Non-GI,2013,0.00,1.62,1.62,0.000,-
Luxembourg,LU,Varietal,Non-GI,2012,0.00,1.44,1.44,0.000,-
Luxembourg,LU,Varietal,Non-GI,2011,0.00,1.51,1.51,0.000,-
Luxembourg,LU,Varietal,Non-GI,2009,7.00,0.00,7.00,0.000,-
Luxembourg,LU,VQPRD wines,VQPRD wines,2008,130.00,169.00,299.00,0.000,-
Luxembourg,LU,VQPRD wines,VQPRD wines,2000,119.00,157.03,276.03,0.000,-
Luxembourg,LU,VQPRD wines,VQPRD wines,1999,156.00,135.00,291.00,0.000,-
Luxembourg,LU,VQPRD wines,VQPRD wines,1998,144.00,109.00,253.00,0.000,-
Luxembourg,LU,VQPRD wines,VQPRD wines,1997,65.00,159.00,224.00,0.000,-
Malta,MT,Table wine,Table wine,2007,0.00,9.50,9.50,0.910,0
Malta,MT,Table wine,Table wine,2006,0.00,14.90,14.90,0.910,0
Malta,MT,Table wine,Table wine,2005,0.00,4.00,4.00,0.840,0
Malta,MT,P.D.O. wines,P.D.O. wines,2010,7.28,12.20,19.48,0.512,14
Malta,MT,P.D.O. wines,P.D.O. wines,2009,15.10,6.00,21.10,0.512,29
Malta,MT,P.D.O. wines,P.D.O. wines,2011,9.02,9.49,18.51,0.511,18
Malta,MT,P.D.O. wines,P.D.O. wines,2012,11.72,9.49,21.21,0.510,23
Malta,MT,P.D.O. wines,P.D.O. wines,2013,8.72,9.64,18.36,0.503,17
Malta,MT,P.D.O. wines,P.D.O. wines,2014,8.49,9.00,17.49,0.491,17
Malta,MT,P.D.O. wines,P.D.O. wines,2008,0.00,0.00,0.00,0.490,0
Malta,MT,P.G.I. wines,P.G.I. wines,2014,11.33,9.22,20.55,0.004,"2,833"
Malta,MT,P.G.I. wines,P.G.I. wines,2008,0.00,0.00,0.00,0.004,0
Malta,MT,P.G.I. wines,P.G.I. wines,2011,5.60,8.24,13.85,0.003,"1,867"
Malta,MT,P.G.I. wines,P.G.I. wines,2010,6.64,1.40,8.04,0.003,"2,213"
Malta,MT,P.G.I. wines,P.G.I. wines,2009,11.10,0.00,11.10,0.003,"3,700"
Malta,MT,P.G.I. wines,P.G.I. wines,2013,11.41,7.61,19.02,0.001,"8,773"
Malta,MT,P.G.I. wines,P.G.I. wines,2012,8.74,8.24,16.98,0.001,"6,720"
Malta,MT,Non-Vinified,Non-Vinified,2002,0.50,0.00,0.50,0.000,-
Malta,MT,Other wines,Non-GI,2021,0.04,21.19,21.23,0.000,-
Malta,MT,Other wines,Non-Vinified,2021,0.00,6.09,6.09,0.000,-
Malta,MT,Other wines,Non-GI,2020,0.14,17.98,18.12,0.000,-
Malta,MT,Other wines,Non-Vinified,2020,0.00,8.75,8.75,0.000,-
Malta,MT,Other wines,Non-GI,2019,0.10,0.00,0.10,0.000,-
Malta,MT,Other wines,Non-GI,2018,0.74,11.15,11.89,0.000,-
Malta,MT,Other wines,Non-GI,2017,0.65,5.01,5.66,0.000,-
Malta,MT,Other wines,Non-GI,2016,0.38,5.27,5.65,0.000,-
Malta,MT,Other wines,Non-GI,2015,0.68,1.17,1.86,0.000,-
Malta,MT,Other wines,Non-GI,2014,0.52,1.17,1.70,0.000,-
Malta,MT,Other wines,Non-GI,2013,0.98,3.07,4.05,0.000,-
Malta,MT,Other wines,Non-GI,2012,1.34,6.72,8.06,0.000,-
Malta,MT,Other wines,Non-GI,2011,0.54,6.38,6.92,0.000,-
Malta,MT,Other wines,Non-Vinified,2011,0.00,0.34,0.34,0.000,-
Malta,MT,Other wines,Non-GI,2010,0.96,24.50,25.46,0.000,-
Malta,MT,Other wines,Non-GI,2009,13.80,27.00,40.80,0.000,-
Malta,MT,Other wines,Non-GI,2008,0.00,19.00,19.00,0.000,-
Malta,MT,Other wines,Non-GI,2007,14.00,19.00,33.00,0.000,-
Malta,MT,Other wines,Non-GI,2006,0.00,18.40,18.40,0.000,-
Malta,MT,Other wines,Non-GI,2005,0.00,1.10,1.10,0.000,-
Malta,MT,Other wines,Non-GI,2004,0.00,1.10,1.10,0.000,-
Malta,MT,P.D.O. wines,P.D.O. wines,2021,7.24,26.80,34.03,0.000,-
Malta,MT,P.D.O. wines,P.D.O. wines,2020,7.69,22.03,29.72,0.000,-
Malta,MT,P.D.O. wines,P.D.O. wines,2019,8.79,0.00,8.79,0.000,-
Malta,MT,P.D.O. wines,P.D.O. wines,2018,9.20,7.04,16.23,0.000,-
Malta,MT,P.D.O. wines,P.D.O. wines,2017,8.47,10.37,18.85,0.000,-
Malta,MT,P.D.O. wines,P.D.O. wines,2016,7.92,8.24,16.17,0.000,-
Malta,MT,P.D.O. wines,P.D.O. wines,2015,8.76,9.00,17.76,0.000,-
Malta,MT,P.G.I. wines,P.G.I. wines,2021,3.83,15.96,19.79,0.000,-
Malta,MT,P.G.I. wines,P.G.I. wines,2020,4.11,15.78,19.89,0.000,-
Malta,MT,P.G.I. wines,P.G.I. wines,2019,4.33,0.00,4.33,0.000,-
Malta,MT,P.G.I. wines,P.G.I. wines,2018,7.14,3.16,10.30,0.000,-
Malta,MT,P.G.I. wines,P.G.I. wines,2017,5.50,4.16,9.66,0.000,-
Malta,MT,P.G.I. wines,P.G.I. wines,2016,6.16,10.11,16.27,0.000,-
Malta,MT,P.G.I. wines,P.G.I. wines,2015,10.44,9.22,19.66,0.000,-
Malta,MT,Table wine,Table wine,2008,0.00,11.00,11.00,0.000,-
Malta,MT,Table wine,Table wine,2004,70.00,19.30,89.30,0.000,-
Malta,MT,Varietal,Non-GI,2021,0.01,10.30,10.31,0.000,-
Malta,MT,Varietal,Non-GI,2020,0.11,6.62,6.73,0.000,-
Malta,MT,Varietal,Non-GI,2019,0.03,0.00,0.03,0.000,-
Malta,MT,Varietal,Non-GI,2018,0.09,1.85,1.94,0.000,-
Malta,MT,Varietal,Non-GI,2017,0.10,2.02,2.12,0.000,-
Malta,MT,Varietal,Non-GI,2016,0.02,0.28,0.30,0.000,-
Malta,MT,Varietal,Non-GI,2014,1.10,0.00,1.10,0.000,-
Malta,MT,Varietal,Non-GI,2013,0.09,0.00,0.09,0.000,-
Malta,MT,Varietal,Non-GI,2009,0.00,2.00,2.00,0.000,-
Malta,MT,VQPRD wines,VQPRD wines,2008,0.00,22.00,22.00,0.000,-
Malta,MT,VQPRD wines,VQPRD wines,2007,53.00,18.00,71.00,0.000,-
Malta,MT,VQPRD wines,VQPRD wines,2006,0.00,22.00,22.00,0.000,-
Malta,MT,VQPRD wines,VQPRD wines,2005,0.00,8.00,8.00,0.000,-
Malta,MT,VQPRD wines,VQPRD wines,2004,0.00,18.50,18.50,0.000,-
Netherlands,NL,Other wines,Non-GI,2021,0.67,0.00,0.67,0.000,-
Netherlands,NL,Other wines,Non-GI,2020,0.47,0.00,0.47,0.000,-
Netherlands,NL,Other wines,Non-GI,2019,0.67,0.00,0.67,0.000,-
Netherlands,NL,Other wines,Non-GI,2018,0.00,183.75,183.75,0.000,-
Netherlands,NL,Other wines,Non-GI,2017,1.31,183.75,185.06,0.000,-
Netherlands,NL,Other wines,Non-Vinified,2016,0.00,153.60,153.60,0.000,-
Netherlands,NL,Other wines,Non-GI,2016,1.84,30.15,31.99,0.000,-
Netherlands,NL,Other wines,Non-Vinified,2015,0.00,163.42,163.42,0.000,-
Netherlands,NL,Other wines,Non-GI,2015,1.67,32.08,33.74,0.000,-
Netherlands,NL,Other wines,Non-Vinified,2014,0.00,168.34,168.34,0.000,-
Netherlands,NL,Other wines,Non-GI,2014,1.13,31.69,32.83,0.000,-
Netherlands,NL,Other wines,Non-Vinified,2013,0.00,151.80,151.80,0.000,-
Netherlands,NL,Other wines,Non-GI,2013,2.52,69.58,72.10,0.000,-
Netherlands,NL,Other wines,Non-Vinified,2012,0.00,141.88,141.88,0.000,-
Netherlands,NL,Other wines,Non-GI,2012,0.00,69.03,69.03,0.000,-
Netherlands,NL,Other wines,Non-Vinified,2011,0.00,160.01,160.01,0.000,-
Netherlands,NL,Other wines,Non-GI,2011,0.00,68.84,68.84,0.000,-
Netherlands,NL,Other wines,Non-GI,2010,0.00,224.38,224.38,0.000,-
Netherlands,NL,Other wines,Non-GI,2009,0.00,176.00,176.00,0.000,-
Netherlands,NL,Other wines,Non-GI,2008,1.00,189.00,190.00,0.000,-
Netherlands,NL,Other wines,Non-GI,2007,0.00,192.00,192.00,0.000,-
Netherlands,NL,Other wines,Non-GI,2006,0.00,148.44,148.44,0.000,-
Netherlands,NL,Other wines,Non-GI,2005,0.00,110.00,110.00,0.000,-
Netherlands,NL,Other wines,Non-GI,2004,1.00,107.68,108.68,0.000,-
Netherlands,NL,Other wines,Non-GI,2003,0.00,63.00,63.00,0.000,-
Netherlands,NL,Other wines,Non-GI,2002,0.00,66.00,66.00,0.000,-
Netherlands,NL,Other wines,Non-GI,2001,0.00,69.00,69.00,0.000,-
Netherlands,NL,Other wines,Non-GI,2000,0.00,73.00,73.00,0.000,-
Netherlands,NL,Other wines,Non-GI,1999,0.00,90.00,90.00,0.000,-
Netherlands,NL,Other wines,Non-GI,1998,0.00,71.00,71.00,0.000,-
Netherlands,NL,Other wines,Non-GI,1997,0.00,145.00,145.00,0.000,-
Netherlands,NL,P.D.O. wines,P.D.O. wines,2021,1.17,0.00,1.17,0.000,-
Netherlands,NL,P.D.O. wines,P.D.O. wines,2020,2.01,0.00,2.01,0.000,-
Netherlands,NL,P.D.O. wines,P.D.O. wines,2019,2.19,0.00,2.19,0.000,-
Netherlands,NL,P.D.O. wines,P.D.O. wines,2018,0.00,97.39,97.39,0.000,-
Netherlands,NL,P.D.O. wines,P.D.O. wines,2017,0.00,97.39,97.39,0.000,-
Netherlands,NL,P.D.O. wines,P.D.O. wines,2016,0.00,97.39,97.39,0.000,-
Netherlands,NL,P.D.O. wines,P.D.O. wines,2015,0.00,103.62,103.62,0.000,-
Netherlands,NL,P.D.O. wines,P.D.O. wines,2014,0.00,89.55,89.55,0.000,-
Netherlands,NL,P.D.O. wines,P.D.O. wines,2013,0.00,137.34,137.34,0.000,-
Netherlands,NL,P.D.O. wines,P.D.O. wines,2012,0.00,138.16,138.16,0.000,-
Netherlands,NL,P.D.O. wines,P.D.O. wines,2011,0.00,139.27,139.27,0.000,-
Netherlands,NL,P.D.O. wines,P.D.O. wines,2010,0.00,134.58,134.58,0.000,-
Netherlands,NL,P.D.O. wines,P.D.O. wines,2009,0.00,205.00,205.00,0.000,-
Netherlands,NL,P.G.I. wines,P.G.I. wines,2021,5.69,0.00,5.69,0.000,-
Netherlands,NL,P.G.I. wines,P.G.I. wines,2020,5.06,0.00,5.06,0.000,-
Netherlands,NL,P.G.I. wines,P.G.I. wines,2019,4.98,0.00,4.98,0.000,-
Netherlands,NL,P.G.I. wines,P.G.I. wines,2018,0.00,101.20,101.20,0.000,-
Netherlands,NL,P.G.I. wines,P.G.I. wines,2017,4.64,101.20,105.84,0.000,-
Netherlands,NL,P.G.I. wines,P.G.I. wines,2016,6.53,101.20,107.73,0.000,-
Netherlands,NL,P.G.I. wines,P.G.I. wines,2015,5.88,107.67,113.55,0.000,-
Netherlands,NL,P.G.I. wines,P.G.I. wines,2014,5.51,150.64,156.15,0.000,-
Netherlands,NL,P.G.I. wines,P.G.I. wines,2013,5.88,90.85,96.73,0.000,-
Netherlands,NL,P.G.I. wines,P.G.I. wines,2012,0.00,87.39,87.39,0.000,-
Netherlands,NL,P.G.I. wines,P.G.I. wines,2011,0.00,91.25,91.25,0.000,-
Netherlands,NL,P.G.I. wines,P.G.I. wines,2010,1.00,93.90,94.90,0.000,-
Netherlands,NL,P.G.I. wines,P.G.I. wines,2009,0.00,95.00,95.00,0.000,-
Netherlands,NL,Table wine,Table wine,2008,0.00,165.00,165.00,0.000,-
